,address,district,area,bedrooms,garage,type,rent,total,price_per_m2,valor_estimado_area,location,coordinates
3382,Rua Dona Antônia de Queirós,Consolação,56,2,1,Apartamento,4300,5139,12729,712824,"Rua Dona Antônia de Queirós, Consolação, São Paulo, SP","(-23.5500025, -46.6536617)"
3383,Rua Bela Cintra,Consolação,58,2,1,Apartamento,4850,5684,12729,738282,"Rua Bela Cintra, Consolação, São Paulo, SP","(-23.5526509, -46.6557672)"
3384,Rua Frei Caneca,Consolação,30,1,0,Apartamento,3723,4260,12729,381870,"Rua Frei Caneca, Consolação, São Paulo, SP","(-23.5535509, -46.6528244)"
3385,"Rua Bela Cintra, 32 - Consolação, São Paulo - Sp, Brasil",Consolação,47,1,1,Apartamento,3100,3976,12729,598263,"Rua Bela Cintra, 32 - Consolação, São Paulo - Sp, Brasil, Consolação, São Paulo, SP","(-23.5509417, -46.653633)"
3386,Rua Bela Cintra,Consolação,85,1,1,Apartamento,3500,4798,12729,1081965,"Rua Bela Cintra, Consolação, São Paulo, SP","(-23.5526509, -46.6557672)"
3387,Rua Augusta,Consolação,22,1,0,Apartamento,2600,3245,12729,280038,"Rua Augusta, Consolação, São Paulo, SP","(-23.5506347, -46.6481999)"
3388,Avenida Angélica,Consolação,200,3,0,Apartamento,5000,7805,12729,2545800,"Avenida Angélica, Consolação, São Paulo, SP","(-23.5484629, -46.6590883)"
3389,Avenida Angélica,Consolação,45,1,1,Studio e kitnet,4000,4901,12729,572805,"Avenida Angélica, Consolação, São Paulo, SP","(-23.5484629, -46.6590883)"
3390,Rua Bela Cintra,Consolação,22,1,0,Studio e kitnet,3300,3942,12729,280038,"Rua Bela Cintra, Consolação, São Paulo, SP","(-23.5526509, -46.6557672)"
3391,Rua Gravataí,Consolação,23,1,0,Apartamento,1980,2497,12729,292767,"Rua Gravataí, Consolação, São Paulo, SP","(-23.5488591, -46.647762)"
3392,Rua Augusta,Consolação,22,1,1,Studio e kitnet,2086,2951,12729,280038,"Rua Augusta, Consolação, São Paulo, SP","(-23.5506347, -46.6481999)"
3393,Rua Frei Caneca,Consolação,48,1,0,Apartamento,2500,3032,12729,610992,"Rua Frei Caneca, Consolação, São Paulo, SP","(-23.5535509, -46.6528244)"
3394,Rua da Consolação,Consolação,73,2,1,Apartamento,2950,4885,12729,929217,"Rua da Consolação, Consolação, São Paulo, SP","(-23.5488599, -46.6516562)"
3395,Rua Bela Cintra,Consolação,55,1,1,Apartamento,3300,4309,12729,700095,"Rua Bela Cintra, Consolação, São Paulo, SP","(-23.5526509, -46.6557672)"
3396,Rua Nestor Pestana,Consolação,55,1,0,Apartamento,1800,2259,12729,700095,"Rua Nestor Pestana, Consolação, São Paulo, SP",
3397,Rua Bela Cintra,Consolação,45,1,1,Apartamento,2443,3017,12729,572805,"Rua Bela Cintra, Consolação, São Paulo, SP","(-23.5526509, -46.6557672)"
3398,Rua Álvaro de Carvalho,Consolação,38,2,0,Apartamento,2500,3239,12729,483702,"Rua Álvaro de Carvalho, Consolação, São Paulo, SP",
3399,Rua Dona Antônia de Queirós,Consolação,40,1,1,Apartamento,2801,3664,12729,509160,"Rua Dona Antônia de Queirós, Consolação, São Paulo, SP","(-23.5500025, -46.6536617)"
3400,Rua Frei Caneca,Consolação,48,1,1,Apartamento,2000,2617,12729,610992,"Rua Frei Caneca, Consolação, São Paulo, SP","(-23.5535509, -46.6528244)"
3401,R. Bela Cintra,Consolação,51,2,1,Apartamento,4500,5291,12729,649179,"R. Bela Cintra, Consolação, São Paulo, SP","(-23.5526509, -46.6557672)"
3402,Rua da Consolação,Consolação,35,1,1,Studio e kitnet,3200,3830,12729,445515,"Rua da Consolação, Consolação, São Paulo, SP","(-23.5488599, -46.6516562)"
3403,Rua Gravataí,Consolação,25,1,0,Studio e kitnet,3000,3616,12729,318225,"Rua Gravataí, Consolação, São Paulo, SP","(-23.5488591, -46.647762)"
3404,Rua Frei Caneca,Consolação,25,1,0,Apartamento,2460,3088,12729,318225,"Rua Frei Caneca, Consolação, São Paulo, SP","(-23.5535509, -46.6528244)"
3405,Rua da Consolação,Consolação,26,1,0,Studio e kitnet,2230,2816,12729,330954,"Rua da Consolação, Consolação, São Paulo, SP","(-23.5488599, -46.6516562)"
3406,Rua Bela Cintra,Consolação,28,1,0,Apartamento,4500,5298,12729,356412,"Rua Bela Cintra, Consolação, São Paulo, SP","(-23.5526509, -46.6557672)"
3407,Rua da Consolação,Consolação,24,1,0,Studio e kitnet,3000,3756,12729,305496,"Rua da Consolação, Consolação, São Paulo, SP","(-23.5488599, -46.6516562)"
3408,Rua Bela Cintra,Consolação,42,1,1,Studio e kitnet,2200,3958,12729,534618,"Rua Bela Cintra, Consolação, São Paulo, SP","(-23.5526509, -46.6557672)"
3409,Rua Nestor Pestana,Consolação,62,1,0,Apartamento,2000,2515,12729,789198,"Rua Nestor Pestana, Consolação, São Paulo, SP",
3410,Rua da Consolação,Consolação,64,2,1,Apartamento,4500,6029,12729,814656,"Rua da Consolação, Consolação, São Paulo, SP","(-23.5488599, -46.6516562)"
3411,Rua Dona Antônia de Queirós,Consolação,57,1,1,Apartamento,4500,5464,12729,725553,"Rua Dona Antônia de Queirós, Consolação, São Paulo, SP","(-23.5500025, -46.6536617)"
3412,Praça Franklin Roosevelt,Consolação,28,1,0,Apartamento,1514,2189,12729,356412,"Praça Franklin Roosevelt, Consolação, São Paulo, SP",
3413,Rua Nestor Pestana,Consolação,40,1,0,Apartamento,1489,2110,12729,509160,"Rua Nestor Pestana, Consolação, São Paulo, SP",
3414,Rua Caio Prado,Consolação,67,1,1,Apartamento,6550,7299,12729,852843,"Rua Caio Prado, Consolação, São Paulo, SP","(-23.5492548, -46.6485394)"
3415,Rua Augusta,Consolação,95,3,0,Apartamento,4575,5618,12729,1209255,"Rua Augusta, Consolação, São Paulo, SP","(-23.5506347, -46.6481999)"
3416,Rua da Consolação,Consolação,23,1,0,Studio e kitnet,2600,3268,12729,292767,"Rua da Consolação, Consolação, São Paulo, SP","(-23.5488599, -46.6516562)"
3417,Rua Augusta,Consolação,35,1,1,Apartamento,3450,4450,12729,445515,"Rua Augusta, Consolação, São Paulo, SP","(-23.5506347, -46.6481999)"
3418,Rua Augusta,Consolação,44,1,1,Studio e kitnet,6000,7063,12729,560076,"Rua Augusta, Consolação, São Paulo, SP","(-23.5506347, -46.6481999)"
3419,Rua da Consolação,Consolação,34,1,0,Studio e kitnet,2350,2911,12729,432786,"Rua da Consolação, Consolação, São Paulo, SP","(-23.5488599, -46.6516562)"
3420,Rua Augusta,Consolação,52,2,0,Apartamento,2910,3683,12729,661908,"Rua Augusta, Consolação, São Paulo, SP","(-23.5506347, -46.6481999)"
3421,Rua da Consolação,Consolação,43,1,1,Apartamento,3200,4060,12729,547347,"Rua da Consolação, Consolação, São Paulo, SP","(-23.5488599, -46.6516562)"
3422,Rua Bela Cintra,Consolação,43,1,1,Apartamento,2837,3837,12729,547347,"Rua Bela Cintra, Consolação, São Paulo, SP","(-23.5526509, -46.6557672)"
3423,Rua Frei Caneca,Consolação,40,1,1,Studio e kitnet,3265,4081,12729,509160,"Rua Frei Caneca, Consolação, São Paulo, SP","(-23.5535509, -46.6528244)"
3424,Rua Antônio Carlos,Consolação,64,2,0,Apartamento,6200,7367,12729,814656,"Rua Antônio Carlos, Consolação, São Paulo, SP","(-23.5553476, -46.6592883)"
3425,Rua Álvaro de Carvalho,Consolação,48,1,0,Studio e kitnet,1360,1862,12729,610992,"Rua Álvaro de Carvalho, Consolação, São Paulo, SP",
3426,Rua Martins Fontes,Consolação,46,1,0,Studio e kitnet,2000,2447,12729,585534,"Rua Martins Fontes, Consolação, São Paulo, SP",
3427,Rua da Consolação,Consolação,20,1,0,Studio e kitnet,2320,2887,12729,254580,"Rua da Consolação, Consolação, São Paulo, SP","(-23.5488599, -46.6516562)"
3428,Rua da Consolação,Consolação,50,1,1,Apartamento,2500,3351,12729,636450,"Rua da Consolação, Consolação, São Paulo, SP","(-23.5488599, -46.6516562)"
3429,Rua da Consolação,Consolação,42,1,2,Apartamento,6000,7082,12729,534618,"Rua da Consolação, Consolação, São Paulo, SP","(-23.5488599, -46.6516562)"
3430,Rua Martins Fontes,Consolação,148,3,2,Apartamento,7200,10080,12729,1883892,"Rua Martins Fontes, Consolação, São Paulo, SP",
3431,Rua Haddock Lobo,Consolação,240,4,1,Apartamento,15000,19590,12729,3054960,"Rua Haddock Lobo, Consolação, São Paulo, SP","(-23.5573527, -46.6611003)"
3432,Rua Bela Cintra,Consolação,136,3,1,Apartamento,5000,7083,12729,1731144,"Rua Bela Cintra, Consolação, São Paulo, SP","(-23.5526509, -46.6557672)"
3433,Rua Bela Cintra,Consolação,189,3,1,Apartamento,15000,19440,12729,2405781,"Rua Bela Cintra, Consolação, São Paulo, SP","(-23.5526509, -46.6557672)"
3434,Rua Bela Cintra,Consolação,113,3,2,Apartamento,5700,7063,12729,1438377,"Rua Bela Cintra, Consolação, São Paulo, SP","(-23.5526509, -46.6557672)"
3435,Avenida Angélica,Consolação,268,4,2,Apartamento,5800,8707,12729,3411372,"Avenida Angélica, Consolação, São Paulo, SP","(-23.5484629, -46.6590883)"
3436,Rua Frei Caneca,Consolação,120,2,2,Apartamento,4200,5747,12729,1527480,"Rua Frei Caneca, Consolação, São Paulo, SP","(-23.5535509, -46.6528244)"
3437,Rua Bela Cintra,Consolação,125,3,1,Apartamento,10000,12450,12729,1591125,"Rua Bela Cintra, Consolação, São Paulo, SP","(-23.5526509, -46.6557672)"
3438,Rua Bela Cintra,Consolação,111,3,1,Apartamento,11340,13570,12729,1412919,"Rua Bela Cintra, Consolação, São Paulo, SP","(-23.5526509, -46.6557672)"
3439,Rua Bela Cintra,Consolação,132,3,1,Apartamento,10960,13530,12729,1680228,"Rua Bela Cintra, Consolação, São Paulo, SP","(-23.5526509, -46.6557672)"
3440,Rua Bela Cintra,Consolação,222,3,2,Apartamento,15000,20920,12729,2825838,"Rua Bela Cintra, Consolação, São Paulo, SP","(-23.5526509, -46.6557672)"
3441,Rua Bela Cintra,Consolação,200,3,2,Apartamento,15000,21700,12729,2545800,"Rua Bela Cintra, Consolação, São Paulo, SP","(-23.5526509, -46.6557672)"
3442,Rua Bela Cintra,Consolação,110,2,1,Apartamento,4100,5608,12729,1400190,"Rua Bela Cintra, Consolação, São Paulo, SP","(-23.5526509, -46.6557672)"
3443,Rua Antônio Carlos,Consolação,180,3,1,Apartamento,4300,6466,12729,2291220,"Rua Antônio Carlos, Consolação, São Paulo, SP","(-23.5553476, -46.6592883)"
3444,Rua Bela Cintra,Consolação,98,2,0,Apartamento,5000,6027,12729,1247442,"Rua Bela Cintra, Consolação, São Paulo, SP","(-23.5526509, -46.6557672)"
3445,Rua Antônio Carlos,Consolação,80,2,1,Apartamento,8000,9709,12729,1018320,"Rua Antônio Carlos, Consolação, São Paulo, SP","(-23.5553476, -46.6592883)"
3446,Rua Bela Cintra,Consolação,174,3,1,Apartamento,3890,5405,12729,2214846,"Rua Bela Cintra, Consolação, São Paulo, SP","(-23.5526509, -46.6557672)"
3447,Rua Bela Cintra,Consolação,96,2,1,Apartamento,5000,6144,12729,1221984,"Rua Bela Cintra, Consolação, São Paulo, SP","(-23.5526509, -46.6557672)"
3448,Rua Matias Aires,Consolação,127,4,2,Apartamento,9000,11220,12729,1616583,"Rua Matias Aires, Consolação, São Paulo, SP","(-23.5548768, -46.6582633)"
3449,Rua Bela Cintra,Consolação,40,1,0,Apartamento,3200,3898,12729,509160,"Rua Bela Cintra, Consolação, São Paulo, SP","(-23.5526509, -46.6557672)"
3450,Avenida Angélica,Consolação,155,3,1,Apartamento,8000,9967,12729,1972995,"Avenida Angélica, Consolação, São Paulo, SP","(-23.5484629, -46.6590883)"
3451,Rua Bela Cintra,Consolação,140,3,1,Apartamento,8000,10000,12729,1782060,"Rua Bela Cintra, Consolação, São Paulo, SP","(-23.5526509, -46.6557672)"
3452,Rua Bela Cintra,Consolação,220,3,2,Apartamento,15000,20630,12729,2800380,"Rua Bela Cintra, Consolação, São Paulo, SP","(-23.5526509, -46.6557672)"
3453,Rua Bela Cintra,Consolação,50,2,1,Apartamento,4500,5574,12729,636450,"Rua Bela Cintra, Consolação, São Paulo, SP","(-23.5526509, -46.6557672)"
3454,Rua Bela Cintra,Consolação,91,3,2,Apartamento,3830,6350,12729,1158339,"Rua Bela Cintra, Consolação, São Paulo, SP","(-23.5526509, -46.6557672)"
3455,Rua Augusta,Consolação,190,2,1,Apartamento,8000,11180,12729,2418510,"Rua Augusta, Consolação, São Paulo, SP","(-23.5506347, -46.6481999)"
3456,Rua Bela Cintra,Consolação,150,3,1,Apartamento,5000,7949,12729,1909350,"Rua Bela Cintra, Consolação, São Paulo, SP","(-23.5526509, -46.6557672)"
3457,Rua Bela Cintra,Consolação,119,3,1,Apartamento,11140,13300,12729,1514751,"Rua Bela Cintra, Consolação, São Paulo, SP","(-23.5526509, -46.6557672)"
3458,Rua Bela Cintra,Consolação,118,3,1,Apartamento,11730,13590,12729,1502022,"Rua Bela Cintra, Consolação, São Paulo, SP","(-23.5526509, -46.6557672)"
3459,Avenida Angélica,Consolação,92,2,1,Apartamento,4500,6393,12729,1171068,"Avenida Angélica, Consolação, São Paulo, SP","(-23.5484629, -46.6590883)"
3460,Rua Bela Cintra,Consolação,112,3,1,Apartamento,10400,12590,12729,1425648,"Rua Bela Cintra, Consolação, São Paulo, SP","(-23.5526509, -46.6557672)"
3461,Rua Bela Cintra,Consolação,109,3,0,Apartamento,10070,12070,12729,1387461,"Rua Bela Cintra, Consolação, São Paulo, SP","(-23.5526509, -46.6557672)"
3462,Rua Pedro Taques,Consolação,67,1,0,Apartamento,7500,9199,12729,852843,"Rua Pedro Taques, Consolação, São Paulo, SP","(-23.5528563, -46.6564536)"
3463,Rua Bela Cintra,Consolação,90,2,1,Apartamento,5350,6401,12729,1145610,"Rua Bela Cintra, Consolação, São Paulo, SP","(-23.5526509, -46.6557672)"
3464,Rua Antônio Carlos,Consolação,450,5,1,Apartamento,9200,15330,12729,5728050,"Rua Antônio Carlos, Consolação, São Paulo, SP","(-23.5553476, -46.6592883)"
3465,Rua Bela Cintra,Consolação,220,3,3,Apartamento,9000,14350,12729,2800380,"Rua Bela Cintra, Consolação, São Paulo, SP","(-23.5526509, -46.6557672)"
3466,Rua Bela Cintra,Consolação,35,1,0,Apartamento,2960,3824,12729,445515,"Rua Bela Cintra, Consolação, São Paulo, SP","(-23.5526509, -46.6557672)"
3467,Rua Fernando de Albuquerque,Consolação,98,2,2,Apartamento,4000,5763,12729,1247442,"Rua Fernando de Albuquerque, Consolação, São Paulo, SP","(-23.5527541, -46.6590931)"
3468,Rua Augusta,Consolação,86,2,0,Apartamento,4400,5169,12729,1094694,"Rua Augusta, Consolação, São Paulo, SP","(-23.5506347, -46.6481999)"
3469,Rua Bela Cintra,Consolação,40,1,1,Studio e kitnet,3200,4896,12729,509160,"Rua Bela Cintra, Consolação, São Paulo, SP","(-23.5526509, -46.6557672)"
3470,Rua Bela Cintra,Consolação,220,2,1,Apartamento,5000,9276,12729,2800380,"Rua Bela Cintra, Consolação, São Paulo, SP","(-23.5526509, -46.6557672)"
3502,Avenida Senador José Ermírio de Moraes,Tremembé,62,2,1,Apartamento,2300,2952,5713,354206,"Avenida Senador José Ermírio de Moraes, Tremembé, São Paulo, SP","(-23.4526248, -46.6145906)"
3503,Rua Diogo Ribeiro,Tremembé,294,3,6,Casa,13000,14200,5713,1679622,"Rua Diogo Ribeiro, Tremembé, São Paulo, SP","(-23.4538921, -46.6108543)"
3504,Rua Mamud Rahd,Tremembé,40,1,0,Apartamento,1280,1390,5713,228520,"Rua Mamud Rahd, Tremembé, São Paulo, SP","(-23.459914, -46.6248858)"
3505,Rua Mamud Rahd,Tremembé,50,2,0,Apartamento,1450,1635,5713,285650,"Rua Mamud Rahd, Tremembé, São Paulo, SP","(-23.459914, -46.6248858)"
3506,Rua Elias de Sousa Pinto,Tremembé,70,2,0,Casa,1310,1475,5713,399910,"Rua Elias de Sousa Pinto, Tremembé, São Paulo, SP","(-23.44859, -46.6137068)"
3507,Rua Agostinho Beltrano,Tremembé,50,2,0,Casa,900,915,5713,285650,"Rua Agostinho Beltrano, Tremembé, São Paulo, SP","(-23.4479059, -46.5870926)"
3508,Rua Mamud Rahd,Tremembé,70,3,1,Casa em condomínio,2000,2185,5713,399910,"Rua Mamud Rahd, Tremembé, São Paulo, SP","(-23.459914, -46.6248858)"
3509,Rua Francisco da Lira,Tremembé,89,3,2,Apartamento,3000,3916,5713,508457,"Rua Francisco da Lira, Tremembé, São Paulo, SP",
3510,Rua Mére Marie Anais de Sion,Tremembé,60,2,1,Apartamento,1500,2280,5713,342780,"Rua Mére Marie Anais de Sion, Tremembé, São Paulo, SP",
3511,Rua Manuel Querino,Tremembé,114,4,2,Casa,3750,4119,5713,651282,"Rua Manuel Querino, Tremembé, São Paulo, SP",
3512,Rua Lair,Tremembé,384,3,0,Casa,10000,11550,5713,2193792,"Rua Lair, Tremembé, São Paulo, SP","(-23.4606434, -46.6182007)"
3644,Rua Tomé de Lara,Tucuruvi,41,2,0,Apartamento,1800,2019,6873,281793,"Rua Tomé de Lara, Tucuruvi, São Paulo, SP","(-23.4804235, -46.6079641)"
3645,Rua Amandaú,Tucuruvi,35,2,0,Apartamento,2500,2976,6873,240555,"Rua Amandaú, Tucuruvi, São Paulo, SP","(-23.4891168, -46.6081076)"
3646,Rua Francisca Maria de Souza,Tucuruvi,52,2,1,Casa em condomínio,2000,2411,6873,357396,"Rua Francisca Maria de Souza, Tucuruvi, São Paulo, SP","(-23.4844332, -46.5978104)"
3647,Rua Tomé de Lara,Tucuruvi,40,2,0,Apartamento,2200,2284,6873,274920,"Rua Tomé de Lara, Tucuruvi, São Paulo, SP","(-23.4804235, -46.6079641)"
3648,Avenida Coronel Sezefredo Fagundes,Tucuruvi,70,3,0,Casa,2000,2034,6873,481110,"Avenida Coronel Sezefredo Fagundes, Tucuruvi, São Paulo, SP","(-23.4638012, -46.6035117)"
3649,Rua Tomé de Lara,Tucuruvi,43,2,0,Apartamento,2000,2227,6873,295539,"Rua Tomé de Lara, Tucuruvi, São Paulo, SP","(-23.4804235, -46.6079641)"
3650,Rua Aimutong,Tucuruvi,38,1,1,Apartamento,990,1068,6873,261174,"Rua Aimutong, Tucuruvi, São Paulo, SP",
3651,Rua Tomé de Lara,Tucuruvi,54,2,0,Apartamento,2300,2480,6873,371142,"Rua Tomé de Lara, Tucuruvi, São Paulo, SP","(-23.4804235, -46.6079641)"
3652,Avenida Nova Cantareira,Tucuruvi,52,2,1,Apartamento,1400,2425,6873,357396,"Avenida Nova Cantareira, Tucuruvi, São Paulo, SP","(-23.4648542, -46.616617)"
3653,Avenida Coronel Sezefredo Fagundes,Tucuruvi,90,3,2,Apartamento,3600,3989,6873,618570,"Avenida Coronel Sezefredo Fagundes, Tucuruvi, São Paulo, SP","(-23.4638012, -46.6035117)"
3654,Rua Amandaú,Tucuruvi,34,2,0,Apartamento,2200,2590,6873,233682,"Rua Amandaú, Tucuruvi, São Paulo, SP","(-23.4891168, -46.6081076)"
3655,Rua Paulo Maldi,Tucuruvi,60,1,0,Casa,1500,2063,6873,412380,"Rua Paulo Maldi, Tucuruvi, São Paulo, SP","(-23.4822235, -46.6128593)"
3656,Rua Sevilha,Tucuruvi,35,1,0,Casa,1739,1858,6873,240555,"Rua Sevilha, Tucuruvi, São Paulo, SP","(-23.4825723, -46.60715)"
3657,Avenida Guapira,Tucuruvi,29,1,0,Apartamento,2000,2527,6873,199317,"Avenida Guapira, Tucuruvi, São Paulo, SP","(-23.4703313, -46.585172)"
3658,Rua Salvador Bicudo,Tucuruvi,27,2,0,Studio e kitnet,1340,1532,6873,185571,"Rua Salvador Bicudo, Tucuruvi, São Paulo, SP","(-23.4784143, -46.6076177)"
3659,Rua Dragões da Independência,Tucuruvi,45,2,1,Apartamento,1995,2298,6873,309285,"Rua Dragões da Independência, Tucuruvi, São Paulo, SP","(-23.4787339, -46.5955862)"
3660,Rua Aimutong,Tucuruvi,38,1,0,Casa em condomínio,953,1019,6873,261174,"Rua Aimutong, Tucuruvi, São Paulo, SP",
3661,Rua Estefânia Louro,Tucuruvi,55,1,0,Apartamento,1600,1746,6873,378015,"Rua Estefânia Louro, Tucuruvi, São Paulo, SP","(-23.4918157, -46.6105126)"
3662,Avenida Nova Cantareira,Tucuruvi,107,2,1,Apartamento,1825,2496,6873,735411,"Avenida Nova Cantareira, Tucuruvi, São Paulo, SP","(-23.4648542, -46.616617)"
3663,Rua Marinheiro,Tucuruvi,25,1,0,Apartamento,2210,2495,6873,171825,"Rua Marinheiro, Tucuruvi, São Paulo, SP","(-23.4844951, -46.6120911)"
3664,Rua Aimutong,Tucuruvi,38,1,0,Apartamento,940,1006,6873,261174,"Rua Aimutong, Tucuruvi, São Paulo, SP",
3665,Avenida Nova Cantareira,Tucuruvi,70,2,1,Apartamento,2200,3094,6873,481110,"Avenida Nova Cantareira, Tucuruvi, São Paulo, SP","(-23.4648542, -46.616617)"
3666,Avenida Nova Cantareira,Tucuruvi,53,2,1,Apartamento,1600,2746,6873,364269,"Avenida Nova Cantareira, Tucuruvi, São Paulo, SP","(-23.4648542, -46.616617)"
3667,Rua Sevilha,Tucuruvi,70,2,1,Casa,4000,4155,6873,481110,"Rua Sevilha, Tucuruvi, São Paulo, SP","(-23.4825723, -46.60715)"
3668,Avenida Guapira,Tucuruvi,42,2,1,Apartamento,1914,2700,6873,288666,"Avenida Guapira, Tucuruvi, São Paulo, SP","(-23.4703313, -46.585172)"
3669,Avenida Voluntários da Pátria,Tucuruvi,42,1,2,Apartamento,2065,3068,6873,288666,"Avenida Voluntários da Pátria, Tucuruvi, São Paulo, SP",
3670,Avenida Nova Cantareira,Tucuruvi,81,2,0,Apartamento,1100,1676,6873,556713,"Avenida Nova Cantareira, Tucuruvi, São Paulo, SP","(-23.4648542, -46.616617)"
3671,Rua Dragões da Independência,Tucuruvi,50,1,0,Casa,1200,1254,6873,343650,"Rua Dragões da Independência, Tucuruvi, São Paulo, SP","(-23.4787339, -46.5955862)"
3672,Avenida Coronel Sezefredo Fagundes,Tucuruvi,55,2,0,Apartamento,1700,2331,6873,378015,"Avenida Coronel Sezefredo Fagundes, Tucuruvi, São Paulo, SP","(-23.4638012, -46.6035117)"
3673,Avenida Coronel Sezefredo Fagundes,Tucuruvi,50,2,1,Apartamento,2240,2558,6873,343650,"Avenida Coronel Sezefredo Fagundes, Tucuruvi, São Paulo, SP","(-23.4638012, -46.6035117)"
3674,Avenida Guapira,Tucuruvi,42,2,0,Apartamento,1290,1532,6873,288666,"Avenida Guapira, Tucuruvi, São Paulo, SP","(-23.4703313, -46.585172)"
3675,Avenida Nova Cantareira,Tucuruvi,72,2,0,Apartamento,2580,3078,6873,494856,"Avenida Nova Cantareira, Tucuruvi, São Paulo, SP","(-23.4648542, -46.616617)"
3676,Avenida Nova Cantareira,Tucuruvi,81,2,1,Apartamento,1300,2089,6873,556713,"Avenida Nova Cantareira, Tucuruvi, São Paulo, SP","(-23.4648542, -46.616617)"
3677,Avenida Nova Cantareira,Tucuruvi,64,2,1,Apartamento,1650,2227,6873,439872,"Avenida Nova Cantareira, Tucuruvi, São Paulo, SP","(-23.4648542, -46.616617)"
3678,Avenida Coronel Sezefredo Fagundes,Tucuruvi,100,3,3,Apartamento,2160,2581,6873,687300,"Avenida Coronel Sezefredo Fagundes, Tucuruvi, São Paulo, SP","(-23.4638012, -46.6035117)"
3679,Travessa Mário Antônio Correia,Tucuruvi,260,4,6,Casa,9750,10350,6873,1786980,"Travessa Mário Antônio Correia, Tucuruvi, São Paulo, SP","(-23.4737081, -46.6090841)"
3680,Rua Nestor Teixeira Forte,Tucuruvi,175,3,3,Casa,5000,5308,6873,1202775,"Rua Nestor Teixeira Forte, Tucuruvi, São Paulo, SP","(-23.4729856, -46.6094676)"
3681,Avenida Nova Cantareira,Tucuruvi,110,3,1,Apartamento,3230,4666,6873,756030,"Avenida Nova Cantareira, Tucuruvi, São Paulo, SP","(-23.4648542, -46.616617)"
3702,Rua Antônio de Macedo Soares,Campo Belo,50,1,1,Apartamento,3350,4029,12010,600500,"Rua Antônio de Macedo Soares, Campo Belo, São Paulo, SP","(-23.6198421, -46.6729166)"
3703,Rua Gabriele D’annunzio,Campo Belo,35,1,1,Studio e kitnet,3800,4637,12010,420350,"Rua Gabriele D’annunzio, Campo Belo, São Paulo, SP",
3704,Rua Pascal,Campo Belo,35,1,1,Studio e kitnet,3500,4440,12010,420350,"Rua Pascal, Campo Belo, São Paulo, SP","(-23.6163611, -46.6772909)"
3705,Rua Gabriele D'annunzio,Campo Belo,37,1,1,Studio e kitnet,3500,4276,12010,444370,"Rua Gabriele D'annunzio, Campo Belo, São Paulo, SP",
3706,Rua Antônio de Macedo Soares,Campo Belo,47,2,1,Apartamento,4500,5329,12010,564470,"Rua Antônio de Macedo Soares, Campo Belo, São Paulo, SP","(-23.6198421, -46.6729166)"
3707,Rua Doutor Jesuíno Maciel,Campo Belo,48,1,1,Apartamento,4000,4809,12010,576480,"Rua Doutor Jesuíno Maciel, Campo Belo, São Paulo, SP","(-23.6236878, -46.6664453)"
3708,Rua Conde de Porto Alegre,Campo Belo,165,3,2,Casa,9500,10400,12010,1981650,"Rua Conde de Porto Alegre, Campo Belo, São Paulo, SP","(-23.6185645, -46.6702069)"
3709,Rua Álvaro Luís Roberto de Assumpção,Campo Belo,37,1,1,Apartamento,2200,3149,12010,444370,"Rua Álvaro Luís Roberto de Assumpção, Campo Belo, São Paulo, SP","(-23.6186344, -46.6779234)"
3710,Rua Barão de Jaceguai,Campo Belo,45,1,1,Apartamento,2300,2989,12010,540450,"Rua Barão de Jaceguai, Campo Belo, São Paulo, SP","(-23.6256697, -46.6797248)"
3711,Rua Pascal,Campo Belo,30,1,1,Studio e kitnet,2800,3506,12010,360300,"Rua Pascal, Campo Belo, São Paulo, SP","(-23.6163611, -46.6772909)"
3712,Rua Pascal,Campo Belo,75,2,1,Apartamento,3600,5191,12010,900750,"Rua Pascal, Campo Belo, São Paulo, SP","(-23.6163611, -46.6772909)"
3713,Rua Bernardino de Campos,Campo Belo,100,3,2,Casa,3000,3249,12010,1201000,"Rua Bernardino de Campos, Campo Belo, São Paulo, SP","(-23.6218761, -46.6841231)"
3714,Rua Doutor Jesuíno Maciel,Campo Belo,69,1,1,Apartamento,5500,7261,12010,828690,"Rua Doutor Jesuíno Maciel, Campo Belo, São Paulo, SP","(-23.6236878, -46.6664453)"
3715,Rua Pascal,Campo Belo,70,2,2,Apartamento,6000,7604,12010,840700,"Rua Pascal, Campo Belo, São Paulo, SP","(-23.6163611, -46.6772909)"
3716,Rua Xavier Gouveia,Campo Belo,72,2,1,Apartamento,2057,3336,12010,864720,"Rua Xavier Gouveia, Campo Belo, São Paulo, SP","(-23.6277988, -46.6733672)"
3717,Rua República do Iraque,Campo Belo,112,3,1,Casa,4000,4095,12010,1345120,"Rua República do Iraque, Campo Belo, São Paulo, SP","(-23.6241722, -46.6709827)"
3718,Rua Pascal,Campo Belo,51,1,1,Apartamento,4200,5692,12010,612510,"Rua Pascal, Campo Belo, São Paulo, SP","(-23.6163611, -46.6772909)"
3719,Rua Doutor Jesuíno Maciel,Campo Belo,64,2,1,Apartamento,2350,3592,12010,768640,"Rua Doutor Jesuíno Maciel, Campo Belo, São Paulo, SP","(-23.6236878, -46.6664453)"
3720,Rua Vieira de Morais,Campo Belo,39,1,1,Apartamento,2300,3391,12010,468390,"Rua Vieira de Morais, Campo Belo, São Paulo, SP","(-23.6178428, -46.6771737)"
