,address,district,area,bedrooms,garage,type,rent,total,price_per_m2,valor_estimado_area,location,coordinates
189,Rua Fradique Coutinho,Pinheiros,135,3,2,Apartamento,6200,10130,15337,2070495,"Rua Fradique Coutinho, Pinheiros, São Paulo, SP","(-23.562644, -46.6868335)"
190,Rua Jorge Rizzo,Pinheiros,102,4,2,Apartamento,5000,7030,15337,1564374,"Rua Jorge Rizzo, Pinheiros, São Paulo, SP","(-23.5714723, -46.6960209)"
191,dos Pinheiros,Pinheiros,35,1,1,Apartamento,5000,5616,15337,536795,"dos Pinheiros, Pinheiros, São Paulo, SP","(-23.5684664, -46.6921933)"
192,Rua Ofélia,Pinheiros,69,2,0,Apartamento,2920,4360,15337,1058253,"Rua Ofélia, Pinheiros, São Paulo, SP","(-23.5728259, -46.6980066)"
193,dos Pinheiros,Pinheiros,114,2,0,Apartamento,3500,3635,15337,1748418,"dos Pinheiros, Pinheiros, São Paulo, SP","(-23.5684664, -46.6921933)"
194,dos Pinheiros,Pinheiros,72,2,1,Apartamento,11000,12260,15337,1104264,"dos Pinheiros, Pinheiros, São Paulo, SP","(-23.5684664, -46.6921933)"
195,Rua Oscar Freire,Pinheiros,230,4,2,Apartamento,7200,10270,15337,3527510,"Rua Oscar Freire, Pinheiros, São Paulo, SP","(-23.5507897, -46.6787724)"
212,Rua Barata Ribeiro,Bela Vista,19,1,0,Studio e kitnet,4000,4654,9990,189810,"Rua Barata Ribeiro, Bela Vista, São Paulo, SP","(-23.5558529, -46.6505512)"
213,Av.nove de Julho,Bela Vista,25,1,0,Apartamento,2500,3008,9990,249750,"Av.nove de Julho, Bela Vista, São Paulo, SP","(-23.5599325, -46.6546322)"
214,Rua Conselheiro Ramalho,Bela Vista,26,1,0,Studio e kitnet,1953,2338,9990,259740,"Rua Conselheiro Ramalho, Bela Vista, São Paulo, SP","(-23.5577177, -46.6443949)"
215,Rua Avanhandava,Bela Vista,24,1,0,Studio e kitnet,2350,2892,9990,239760,"Rua Avanhandava, Bela Vista, São Paulo, SP","(-23.5529384, -46.6492486)"
216,Avenida Nove de Julho,Bela Vista,26,1,0,Studio e kitnet,1250,1629,9990,259740,"Avenida Nove de Julho, Bela Vista, São Paulo, SP","(-23.5599325, -46.6546322)"
217,Rua Paim,Bela Vista,50,1,1,Apartamento,4000,4918,9990,499500,"Rua Paim, Bela Vista, São Paulo, SP","(-23.5548173, -46.6490395)"
218,Rua Conde de São Joaquim,Bela Vista,35,1,1,Apartamento,1600,2490,9990,349650,"Rua Conde de São Joaquim, Bela Vista, São Paulo, SP","(-23.5582817, -46.6392308)"
219,Rua Santo Antônio,Bela Vista,29,1,0,Apartamento,1700,2199,9990,289710,"Rua Santo Antônio, Bela Vista, São Paulo, SP","(-23.5543646, -46.6476247)"
220,Rua Santo Antônio,Bela Vista,37,2,0,Apartamento,2200,2814,9990,369630,"Rua Santo Antônio, Bela Vista, São Paulo, SP","(-23.5543646, -46.6476247)"
221,Rua Rocha,Bela Vista,29,1,0,Studio e kitnet,1400,1721,9990,289710,"Rua Rocha, Bela Vista, São Paulo, SP","(-23.558998, -46.6496357)"
222,Rua São Miguel,Bela Vista,35,1,1,Apartamento,2500,3296,9990,349650,"Rua São Miguel, Bela Vista, São Paulo, SP","(-23.5551869, -46.6545449)"
223,Rua Doutor Plínio Barreto,Bela Vista,60,2,1,Apartamento,5500,6504,9990,599400,"Rua Doutor Plínio Barreto, Bela Vista, São Paulo, SP","(-23.5575749, -46.6521241)"
224,Rua Barata Ribeiro,Bela Vista,16,1,0,Studio e kitnet,3700,4459,9990,159840,"Rua Barata Ribeiro, Bela Vista, São Paulo, SP","(-23.5558529, -46.6505512)"
225,Rua Barata Ribeiro,Bela Vista,20,1,0,Apartamento,4000,4754,9990,199800,"Rua Barata Ribeiro, Bela Vista, São Paulo, SP","(-23.5558529, -46.6505512)"
226,Rua Barata Ribeiro,Bela Vista,18,1,0,Studio e kitnet,4000,4754,9990,179820,"Rua Barata Ribeiro, Bela Vista, São Paulo, SP","(-23.5558529, -46.6505512)"
227,Rua Barata Ribeiro,Bela Vista,22,1,0,Studio e kitnet,4000,4754,9990,219780,"Rua Barata Ribeiro, Bela Vista, São Paulo, SP","(-23.5558529, -46.6505512)"
228,Rua Doutor Penaforte Mendes,Bela Vista,29,1,1,Apartamento,2430,3438,9990,289710,"Rua Doutor Penaforte Mendes, Bela Vista, São Paulo, SP","(-23.5548924, -46.6515724)"
229,Rua Itararé,Bela Vista,30,2,0,Apartamento,1643,1898,9990,299700,"Rua Itararé, Bela Vista, São Paulo, SP","(-23.5551869, -46.6545449)"
230,Rua Acaraú,Bela Vista,33,1,0,Apartamento,2150,2681,9990,329670,"Rua Acaraú, Bela Vista, São Paulo, SP","(-23.5538741, -46.6488892)"
231,Rua Paim,Bela Vista,36,1,1,Apartamento,2800,3445,9990,359640,"Rua Paim, Bela Vista, São Paulo, SP","(-23.5548173, -46.6490395)"
232,Avenida Nove de Julho,Bela Vista,30,1,0,Studio e kitnet,2000,2342,9990,299700,"Avenida Nove de Julho, Bela Vista, São Paulo, SP","(-23.5599325, -46.6546322)"
233,Rua Conselheiro Ramalho,Bela Vista,32,1,0,Studio e kitnet,1700,2176,9990,319680,"Rua Conselheiro Ramalho, Bela Vista, São Paulo, SP","(-23.5577177, -46.6443949)"
234,Rua Aguiar de Barros,Bela Vista,16,1,0,Apartamento,1800,2139,9990,159840,"Rua Aguiar de Barros, Bela Vista, São Paulo, SP",
235,Rua Frei Caneca,Bela Vista,30,1,0,Studio e kitnet,1735,2396,9990,299700,"Rua Frei Caneca, Bela Vista, São Paulo, SP","(-23.5535509, -46.6528244)"
236,Rua Francisca Miquelina,Bela Vista,30,1,0,Apartamento,1795,2239,9990,299700,"Rua Francisca Miquelina, Bela Vista, São Paulo, SP",
237,Avenida Brigadeiro Luís Antônio,Bela Vista,40,1,1,Studio e kitnet,2850,3707,9990,399600,"Avenida Brigadeiro Luís Antônio, Bela Vista, São Paulo, SP","(-23.5646402, -46.6469138)"
238,Rua Aguiar de Barros,Bela Vista,16,1,0,Studio e kitnet,2950,3378,9990,159840,"Rua Aguiar de Barros, Bela Vista, São Paulo, SP",
239,Avenida Brigadeiro Luís Antônio,Bela Vista,42,1,1,Apartamento,3300,3856,9990,419580,"Avenida Brigadeiro Luís Antônio, Bela Vista, São Paulo, SP","(-23.5646402, -46.6469138)"
240,Rua Avanhandava,Bela Vista,29,1,0,Studio e kitnet,2600,3206,9990,289710,"Rua Avanhandava, Bela Vista, São Paulo, SP","(-23.5529384, -46.6492486)"
241,Rua Paim,Bela Vista,32,1,1,Studio e kitnet,2300,2894,9990,319680,"Rua Paim, Bela Vista, São Paulo, SP","(-23.5548173, -46.6490395)"
242,Rua Álvaro de Carvalho,Bela Vista,32,1,0,Studio e kitnet,1200,1660,9990,319680,"Rua Álvaro de Carvalho, Bela Vista, São Paulo, SP",
243,Rua João Passalaqua,Bela Vista,23,1,0,Studio e kitnet,1300,1317,9990,229770,"Rua João Passalaqua, Bela Vista, São Paulo, SP","(-23.5540384, -46.6456994)"
244,Rua Doutor Plínio Barreto,Bela Vista,48,1,1,Apartamento,2078,2575,9990,479520,"Rua Doutor Plínio Barreto, Bela Vista, São Paulo, SP","(-23.5575749, -46.6521241)"
245,Alameda Ribeirão Preto,Bela Vista,70,2,0,Apartamento,2750,3741,9990,699300,"Alameda Ribeirão Preto, Bela Vista, São Paulo, SP","(-23.563077, -46.6505033)"
246,Rua Aguiar de Barros,Bela Vista,31,1,0,Apartamento,3500,4096,9990,309690,"Rua Aguiar de Barros, Bela Vista, São Paulo, SP",
247,Rua Paim,Bela Vista,45,2,1,Apartamento,4000,4945,9990,449550,"Rua Paim, Bela Vista, São Paulo, SP","(-23.5548173, -46.6490395)"
248,Rua Barata Ribeiro,Bela Vista,24,1,0,Studio e kitnet,4200,5062,9990,239760,"Rua Barata Ribeiro, Bela Vista, São Paulo, SP","(-23.5558529, -46.6505512)"
249,Rua Martinho Prado,Bela Vista,41,1,0,Apartamento,1300,1929,9990,409590,"Rua Martinho Prado, Bela Vista, São Paulo, SP",
250,Rua Francisca Miquelina,Bela Vista,99,2,0,Apartamento,3000,3504,9990,989010,"Rua Francisca Miquelina, Bela Vista, São Paulo, SP",
251,Rua São Domingos,Bela Vista,42,1,0,Apartamento,1809,2365,9990,419580,"Rua São Domingos, Bela Vista, São Paulo, SP","(-22.9390281, -45.4604785)"
252,Rua Aguiar de Barros,Bela Vista,20,1,0,Studio e kitnet,2100,2489,9990,199800,"Rua Aguiar de Barros, Bela Vista, São Paulo, SP",
253,Rua Genebra,Bela Vista,28,1,0,Studio e kitnet,1500,2185,9990,279720,"Rua Genebra, Bela Vista, São Paulo, SP",
254,Rua Santo Antônio,Bela Vista,35,1,0,Studio e kitnet,1400,1704,9990,349650,"Rua Santo Antônio, Bela Vista, São Paulo, SP","(-23.5543646, -46.6476247)"
255,Rua Major Diogo,Bela Vista,37,1,1,Apartamento,2750,3578,9990,369630,"Rua Major Diogo, Bela Vista, São Paulo, SP","(-23.5553804, -46.642994)"
256,Rua Major Quedinho,Bela Vista,34,1,0,Studio e kitnet,1690,2035,9990,339660,"Rua Major Quedinho, Bela Vista, São Paulo, SP","(-23.5546482, -46.6430661)"
257,Rua Avanhandava,Bela Vista,45,2,0,Apartamento,2496,3102,9990,449550,"Rua Avanhandava, Bela Vista, São Paulo, SP","(-23.5529384, -46.6492486)"
258,Rua Manoel Dutra,Bela Vista,58,1,0,Apartamento,2000,2689,9990,579420,"Rua Manoel Dutra, Bela Vista, São Paulo, SP","(-23.5554279, -46.6457053)"
259,Avenida Brigadeiro Luís Antônio,Bela Vista,35,1,0,Apartamento,1236,1868,9990,349650,"Avenida Brigadeiro Luís Antônio, Bela Vista, São Paulo, SP","(-23.5646402, -46.6469138)"
260,Rua Treze de Maio,Bela Vista,54,2,1,Apartamento,3600,4129,9990,539460,"Rua Treze de Maio, Bela Vista, São Paulo, SP","(-23.5605808, -46.6455849)"
261,Rua Santo Antônio,Bela Vista,32,2,0,Apartamento,1500,2020,9990,319680,"Rua Santo Antônio, Bela Vista, São Paulo, SP","(-23.5543646, -46.6476247)"
262,Rua Doutor Penaforte Mendes,Bela Vista,37,1,0,Studio e kitnet,1800,2539,9990,369630,"Rua Doutor Penaforte Mendes, Bela Vista, São Paulo, SP","(-23.5548924, -46.6515724)"
263,Rua Conselheiro Ramalho,Bela Vista,49,2,1,Apartamento,4100,5191,9990,489510,"Rua Conselheiro Ramalho, Bela Vista, São Paulo, SP","(-23.5577177, -46.6443949)"
264,Rua Doutor Penaforte Mendes,Bela Vista,40,1,1,Studio e kitnet,1200,2150,9990,399600,"Rua Doutor Penaforte Mendes, Bela Vista, São Paulo, SP","(-23.5548924, -46.6515724)"
265,Rua Barata Ribeiro,Bela Vista,25,1,1,Apartamento,1500,2282,9990,249750,"Rua Barata Ribeiro, Bela Vista, São Paulo, SP","(-23.5558529, -46.6505512)"
266,Rua Herculano de Freitas,Bela Vista,84,2,1,Apartamento,5500,6554,9990,839160,"Rua Herculano de Freitas, Bela Vista, São Paulo, SP","(-23.5551964, -46.652634)"
267,Rua Maestro Cardim,Bela Vista,40,1,1,Apartamento,2000,3133,9990,399600,"Rua Maestro Cardim, Bela Vista, São Paulo, SP","(-23.5695077, -46.6421275)"
268,Rua Barata Ribeiro,Bela Vista,25,1,0,Studio e kitnet,3900,4771,9990,249750,"Rua Barata Ribeiro, Bela Vista, São Paulo, SP","(-23.5558529, -46.6505512)"
269,Rua Avanhandava,Bela Vista,25,1,1,Studio e kitnet,2700,3791,9990,249750,"Rua Avanhandava, Bela Vista, São Paulo, SP","(-23.5529384, -46.6492486)"
270,Alameda Ribeirão Preto,Bela Vista,28,1,0,Studio e kitnet,3200,4561,9990,279720,"Alameda Ribeirão Preto, Bela Vista, São Paulo, SP","(-23.563077, -46.6505033)"
271,Rua Genebra,Bela Vista,34,1,0,Apartamento,2044,2487,9990,339660,"Rua Genebra, Bela Vista, São Paulo, SP",
272,Rua Barata Ribeiro,Bela Vista,66,1,1,Apartamento,3255,3502,9990,659340,"Rua Barata Ribeiro, Bela Vista, São Paulo, SP","(-23.5558529, -46.6505512)"
273,Rua Pedroso,Bela Vista,32,1,0,Apartamento,1400,1526,9990,319680,"Rua Pedroso, Bela Vista, São Paulo, SP","(-23.5616827, -46.6442414)"
274,Rua Humaitá,Bela Vista,60,1,0,Apartamento,1800,2533,9990,599400,"Rua Humaitá, Bela Vista, São Paulo, SP","(-23.5576844, -46.6422065)"
275,Rua Francisca Miquelina,Bela Vista,28,1,0,Studio e kitnet,1718,2219,9990,279720,"Rua Francisca Miquelina, Bela Vista, São Paulo, SP",
276,Rua Santo Amaro,Bela Vista,33,1,0,Studio e kitnet,1313,1594,9990,329670,"Rua Santo Amaro, Bela Vista, São Paulo, SP","(-23.5558515, -46.6400971)"
277,Rua Santo Antônio,Bela Vista,54,1,1,Studio e kitnet,2950,3755,9990,539460,"Rua Santo Antônio, Bela Vista, São Paulo, SP","(-23.5543646, -46.6476247)"
278,Rua Francisca Miquelina,Bela Vista,25,1,0,Studio e kitnet,1644,2147,9990,249750,"Rua Francisca Miquelina, Bela Vista, São Paulo, SP",
279,Rua Acaraú,Bela Vista,38,1,0,Apartamento,1340,1803,9990,379620,"Rua Acaraú, Bela Vista, São Paulo, SP","(-23.5538741, -46.6488892)"
280,Avenida Paulista,Bela Vista,37,1,1,Apartamento,3000,3604,9990,369630,"Avenida Paulista, Bela Vista, São Paulo, SP","(-23.5680425, -46.6483472)"
281,Rua Doutor Alfredo Ellis,Bela Vista,25,1,0,Studio e kitnet,3780,3828,9990,249750,"Rua Doutor Alfredo Ellis, Bela Vista, São Paulo, SP","(-23.5629589, -46.6441797)"
282,Rua Santo Antônio,Bela Vista,49,1,1,Studio e kitnet,3100,4137,9990,489510,"Rua Santo Antônio, Bela Vista, São Paulo, SP","(-23.5543646, -46.6476247)"
283,Avenida Angélica,Bela Vista,70,2,1,Apartamento,2800,4150,9990,699300,"Avenida Angélica, Bela Vista, São Paulo, SP","(-20.8092288, -49.3742703)"
284,Rua Doutor Plínio Barreto,Bela Vista,100,3,1,Apartamento,2200,3574,9990,999000,"Rua Doutor Plínio Barreto, Bela Vista, São Paulo, SP","(-23.5575749, -46.6521241)"
285,Rua Doutor Seng,Bela Vista,40,1,1,Apartamento,3300,4632,9990,399600,"Rua Doutor Seng, Bela Vista, São Paulo, SP","(-23.5623313, -46.6504433)"
286,Rua Martiniano de Carvalho,Bela Vista,35,1,0,Studio e kitnet,1400,1764,9990,349650,"Rua Martiniano de Carvalho, Bela Vista, São Paulo, SP","(-23.5606849, -46.6413549)"
287,Avenida Brigadeiro Luís Antônio,Bela Vista,45,1,1,Apartamento,2200,2734,9990,449550,"Avenida Brigadeiro Luís Antônio, Bela Vista, São Paulo, SP","(-23.5646402, -46.6469138)"
288,Rua Genebra,Bela Vista,25,1,0,Studio e kitnet,2764,3271,9990,249750,"Rua Genebra, Bela Vista, São Paulo, SP",
289,Rua Doutor Plínio Barreto,Bela Vista,50,1,1,Apartamento,3150,3836,9990,499500,"Rua Doutor Plínio Barreto, Bela Vista, São Paulo, SP","(-23.5575749, -46.6521241)"
290,Rua Artur Prado,Bela Vista,51,1,1,Apartamento,3200,4239,9990,509490,"Rua Artur Prado, Bela Vista, São Paulo, SP","(-23.5609606, -46.6426224)"
291,Rua Martiniano de Carvalho,Bela Vista,42,1,0,Studio e kitnet,1500,1856,9990,419580,"Rua Martiniano de Carvalho, Bela Vista, São Paulo, SP","(-23.5606849, -46.6413549)"
292,Rua Artur Prado,Bela Vista,26,1,0,Studio e kitnet,3000,3600,9990,259740,"Rua Artur Prado, Bela Vista, São Paulo, SP","(-23.5609606, -46.6426224)"
293,Rua Álvaro Guimarães,Bela Vista,33,1,1,Studio e kitnet,3500,4642,9990,329670,"Rua Álvaro Guimarães, Bela Vista, São Paulo, SP","(-23.570638, -46.6415267)"
294,Rua Genebra,Bela Vista,33,1,1,Studio e kitnet,1938,2634,9990,329670,"Rua Genebra, Bela Vista, São Paulo, SP",
295,Rua Doutor Penaforte Mendes,Bela Vista,23,1,0,Studio e kitnet,2570,3298,9990,229770,"Rua Doutor Penaforte Mendes, Bela Vista, São Paulo, SP","(-23.5548924, -46.6515724)"
296,Rua Luiz Porrio,Bela Vista,35,2,0,Apartamento,2000,2577,9990,349650,"Rua Luiz Porrio, Bela Vista, São Paulo, SP",
297,"Bela Vista, São Paulo - Sp, 01321-001, Brasil",Bela Vista,82,2,1,Apartamento,7000,8438,9990,819180,"Bela Vista, São Paulo - Sp, 01321-001, Brasil, Bela Vista, São Paulo, SP","(-23.4204993, -49.0866724)"
298,Rua Genebra,Bela Vista,35,1,1,Studio e kitnet,1200,1782,9990,349650,"Rua Genebra, Bela Vista, São Paulo, SP",
299,Rua Paim,Bela Vista,34,1,0,Studio e kitnet,1000,1514,9990,339660,"Rua Paim, Bela Vista, São Paulo, SP","(-23.5548173, -46.6490395)"
300,Rua Asdrúbal do Nascimento,Bela Vista,50,2,0,Apartamento,2330,2986,9990,499500,"Rua Asdrúbal do Nascimento, Bela Vista, São Paulo, SP",
301,Rua Major Diogo,Bela Vista,30,1,0,Studio e kitnet,1500,2087,9990,299700,"Rua Major Diogo, Bela Vista, São Paulo, SP","(-23.5553804, -46.642994)"
302,Rua Pamplona,Bela Vista,65,1,1,Apartamento,4800,4862,9990,649350,"Rua Pamplona, Bela Vista, São Paulo, SP","(-23.5636288, -46.6536883)"
303,Rua Santo Antônio,Bela Vista,52,2,1,Apartamento,2742,3537,9990,519480,"Rua Santo Antônio, Bela Vista, São Paulo, SP","(-23.5543646, -46.6476247)"
304,Rua Santo Antônio,Bela Vista,35,1,1,Studio e kitnet,2720,3435,9990,349650,"Rua Santo Antônio, Bela Vista, São Paulo, SP","(-23.5543646, -46.6476247)"
305,Rua Paim,Bela Vista,33,1,1,Studio e kitnet,1000,1604,9990,329670,"Rua Paim, Bela Vista, São Paulo, SP","(-23.5548173, -46.6490395)"
306,Rua Paim,Bela Vista,53,1,1,Studio e kitnet,3700,4691,9990,529470,"Rua Paim, Bela Vista, São Paulo, SP","(-23.5548173, -46.6490395)"
307,Rua Major Diogo,Bela Vista,38,1,0,Apartamento,1640,2092,9990,379620,"Rua Major Diogo, Bela Vista, São Paulo, SP","(-23.5553804, -46.642994)"
308,Avenida Brigadeiro Luís Antônio,Bela Vista,35,2,0,Apartamento,2780,3491,9990,349650,"Avenida Brigadeiro Luís Antônio, Bela Vista, São Paulo, SP","(-23.5646402, -46.6469138)"
309,Rua Monsenhor Passaláqua,Bela Vista,43,1,1,Apartamento,1976,2809,9990,429570,"Rua Monsenhor Passaláqua, Bela Vista, São Paulo, SP","(-23.5606849, -46.6413549)"
310,Rua Major Diogo,Bela Vista,36,1,1,Apartamento,1797,2738,9990,359640,"Rua Major Diogo, Bela Vista, São Paulo, SP","(-23.5553804, -46.642994)"
311,Rua Martiniano de Carvalho,Bela Vista,30,1,1,Apartamento,2100,3161,9990,299700,"Rua Martiniano de Carvalho, Bela Vista, São Paulo, SP","(-23.5606849, -46.6413549)"
312,Rua Almirante Marques de Leão,Bela Vista,32,1,1,Studio e kitnet,1400,1944,9990,319680,"Rua Almirante Marques de Leão, Bela Vista, São Paulo, SP","(-23.5585225, -46.6484527)"
313,Rua Frei Caneca,Bela Vista,17,1,0,Studio e kitnet,2700,3271,9990,169830,"Rua Frei Caneca, Bela Vista, São Paulo, SP","(-23.5535509, -46.6528244)"
314,Rua Herculano de Freitas,Bela Vista,32,1,0,Apartamento,3150,3721,9990,319680,"Rua Herculano de Freitas, Bela Vista, São Paulo, SP","(-23.5551964, -46.652634)"
315,Rua Santo Antônio,Bela Vista,50,1,1,Apartamento,3650,5014,9990,499500,"Rua Santo Antônio, Bela Vista, São Paulo, SP","(-23.5543646, -46.6476247)"
316,Rua Carlos Sampaio,Bela Vista,42,1,1,Apartamento,2086,3988,9990,419580,"Rua Carlos Sampaio, Bela Vista, São Paulo, SP","(-23.5687511, -46.6472272)"
317,Alameda Ministro Rocha Azevedo,Bela Vista,50,1,1,Studio e kitnet,5800,7513,9990,499500,"Alameda Ministro Rocha Azevedo, Bela Vista, São Paulo, SP","(-23.5599143, -46.6578215)"
318,Rua Santo Antônio,Bela Vista,80,2,1,Studio e kitnet,4500,6284,9990,799200,"Rua Santo Antônio, Bela Vista, São Paulo, SP","(-23.5543646, -46.6476247)"
319,Avenida Brigadeiro Luís Antônio,Bela Vista,38,1,1,Studio e kitnet,2187,2886,9990,379620,"Avenida Brigadeiro Luís Antônio, Bela Vista, São Paulo, SP","(-23.5646402, -46.6469138)"
320,Rua Santo Amaro,Bela Vista,27,1,0,Apartamento,1925,2320,9990,269730,"Rua Santo Amaro, Bela Vista, São Paulo, SP","(-23.5558515, -46.6400971)"
321,Avenida Brigadeiro Luís Antônio,Bela Vista,60,2,0,Apartamento,1990,2603,9990,599400,"Avenida Brigadeiro Luís Antônio, Bela Vista, São Paulo, SP","(-23.5646402, -46.6469138)"
322,Rua Doutor Penaforte Mendes,Bela Vista,70,2,0,Casa,3000,3127,9990,699300,"Rua Doutor Penaforte Mendes, Bela Vista, São Paulo, SP","(-23.5548924, -46.6515724)"
323,Rua Francisca Miquelina,Bela Vista,20,1,0,Studio e kitnet,1700,2096,9990,199800,"Rua Francisca Miquelina, Bela Vista, São Paulo, SP",
324,Rua Santo Amaro,Bela Vista,70,1,1,Apartamento,1723,2586,9990,699300,"Rua Santo Amaro, Bela Vista, São Paulo, SP","(-23.5558515, -46.6400971)"
325,Rua Humaitá,Bela Vista,90,2,0,Apartamento,2950,3697,9990,899100,"Rua Humaitá, Bela Vista, São Paulo, SP","(-23.5576844, -46.6422065)"
326,Avenida Nove de Julho,Bela Vista,25,1,0,Apartamento,2300,2709,9990,249750,"Avenida Nove de Julho, Bela Vista, São Paulo, SP","(-23.5599325, -46.6546322)"
327,Rua Martiniano de Carvalho,Bela Vista,93,2,1,Apartamento,3397,4648,9990,929070,"Rua Martiniano de Carvalho, Bela Vista, São Paulo, SP","(-23.5606849, -46.6413549)"
328,Rua Paim,Bela Vista,74,1,1,Apartamento,5100,6278,9990,739260,"Rua Paim, Bela Vista, São Paulo, SP","(-23.5548173, -46.6490395)"
329,Avenida Nove de Julho,Bela Vista,87,2,0,Apartamento,2200,3084,9990,869130,"Avenida Nove de Julho, Bela Vista, São Paulo, SP","(-23.5599325, -46.6546322)"
330,Rua Avanhandava,Bela Vista,69,2,1,Apartamento,2550,3281,9990,689310,"Rua Avanhandava, Bela Vista, São Paulo, SP","(-23.5529384, -46.6492486)"
331,Rua Paim,Bela Vista,32,1,0,Apartamento,893,1289,9990,319680,"Rua Paim, Bela Vista, São Paulo, SP","(-23.5548173, -46.6490395)"
332,Rua Asdrúbal do Nascimento,Bela Vista,55,1,0,Apartamento,1260,1992,9990,549450,"Rua Asdrúbal do Nascimento, Bela Vista, São Paulo, SP",
333,Rua Francisca Miquelina,Bela Vista,22,1,0,Studio e kitnet,2000,2554,9990,219780,"Rua Francisca Miquelina, Bela Vista, São Paulo, SP",
334,Avenida Nove de Julho,Bela Vista,64,1,0,Apartamento,2280,3057,9990,639360,"Avenida Nove de Julho, Bela Vista, São Paulo, SP","(-23.5599325, -46.6546322)"
335,Rua Carlos Comenale,Bela Vista,42,1,1,Apartamento,3720,4584,9990,419580,"Rua Carlos Comenale, Bela Vista, São Paulo, SP","(-23.5606892, -46.6558579)"
336,Rua Paim,Bela Vista,49,1,1,Studio e kitnet,2100,2826,9990,489510,"Rua Paim, Bela Vista, São Paulo, SP","(-23.5548173, -46.6490395)"
337,Rua Doutor Penaforte Mendes,Bela Vista,27,1,0,Studio e kitnet,2800,3531,9990,269730,"Rua Doutor Penaforte Mendes, Bela Vista, São Paulo, SP","(-23.5548924, -46.6515724)"
338,Rua Martiniano de Carvalho,Bela Vista,49,1,0,Apartamento,1500,1883,9990,489510,"Rua Martiniano de Carvalho, Bela Vista, São Paulo, SP","(-23.5606849, -46.6413549)"
339,Rua Genebra,Bela Vista,38,1,0,Studio e kitnet,1280,1745,9990,379620,"Rua Genebra, Bela Vista, São Paulo, SP",
340,Avenida Nove de Julho,Bela Vista,68,2,0,Apartamento,2000,2532,9990,679320,"Avenida Nove de Julho, Bela Vista, São Paulo, SP","(-23.5599325, -46.6546322)"
341,Avenida Brigadeiro Luís Antônio,Bela Vista,25,1,0,Apartamento,2700,3414,9990,249750,"Avenida Brigadeiro Luís Antônio, Bela Vista, São Paulo, SP","(-23.5646402, -46.6469138)"
342,Rua Santo Antônio,Bela Vista,31,2,0,Apartamento,2010,2613,9990,309690,"Rua Santo Antônio, Bela Vista, São Paulo, SP","(-23.5543646, -46.6476247)"
343,Rua Santo Amaro,Bela Vista,40,1,1,Apartamento,2700,3524,9990,399600,"Rua Santo Amaro, Bela Vista, São Paulo, SP","(-23.5558515, -46.6400971)"
344,Rua Santo Antônio,Bela Vista,42,1,1,Apartamento,2000,2731,9990,419580,"Rua Santo Antônio, Bela Vista, São Paulo, SP","(-23.5543646, -46.6476247)"
345,Rua Treze de Maio,Bela Vista,55,1,0,Apartamento,2000,3161,9990,549450,"Rua Treze de Maio, Bela Vista, São Paulo, SP","(-23.5605808, -46.6455849)"
346,Avenida Brigadeiro Luís Antônio,Bela Vista,81,3,0,Apartamento,2020,3007,9990,809190,"Avenida Brigadeiro Luís Antônio, Bela Vista, São Paulo, SP","(-23.5646402, -46.6469138)"
